gene_id,gene_name,eggNOG_OGs,Description,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,accession,old_locus_tag,start,end,strand,gene_product,COG,operon
XNR_RS21845,XNR_RS21845,"COG3793@1|root,COG3793@2|Bacteria,2GK3X@201174|Actinobacteria",Tellurite resistance protein TerB,-,-,-,-,-,-,-,-,-,-,-,TerB,NC_020990.1,XNR_4411,5027984,5028685,+,TerB family tellurite resistance protein,Inorganic ion transport and metabolism,Op3307
XNR_RS21850,XNR_RS21850,"2DG5V@1|root,2ZUNC@2|Bacteria,2GXPY@201174|Actinobacteria,4EEV5@85010|Pseudonocardiales",Protein of unknown function (DUF3558),-,-,-,-,-,-,-,-,-,-,-,DUF3558,NC_020990.1,XNR_4412,5028701,5029333,+,DUF3558 domain-containing protein,Function unknown,Op3307
XNR_RS21855,recO,"COG1381@1|root,COG1381@2|Bacteria,2GK81@201174|Actinobacteria",Involved in DNA repair and RecF pathway recombination,"GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944",-,ko:K03584,"ko03440,map03440",-,-,-,"ko00000,ko00001,ko03400",-,-,-,"RecO_C,RecO_N",NC_020990.1,XNR_4413,5029410,5030156,+,DNA repair protein RecO,"Replication, recombination and repair",Op3308
XNR_RS21860,uppS,"COG0020@1|root,COG0020@2|Bacteria,2GIXF@201174|Actinobacteria",Catalyzes the condensation of isopentenyl diphosphate (IPP) with allylic pyrophosphates generating different type of terpenoids,"GO:0000287,GO:0002094,GO:0003674,GO:0003824,GO:0004659,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006066,GO:0006629,GO:0006720,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0008834,GO:0009058,GO:0009987,GO:0016020,GO:0016093,GO:0016094,GO:0016740,GO:0016765,GO:0030145,GO:0033850,GO:0040007,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046165,GO:0046872,GO:0046914,GO:0050347,GO:0071704,GO:0071944,GO:1901576,GO:1901615,GO:1901617","2.5.1.31,2.5.1.86,2.5.1.88","ko:K00806,ko:K14215,ko:K21273","ko00900,ko01110,map00900,map01110",-,"R06447,R09244,R09731","RC00279,RC02839","ko00000,ko00001,ko01000,ko01006",-,-,-,Prenyltransf,NC_020990.1,XNR_4414,5030239,5031069,+,isoprenyl transferase,Lipid transport and metabolism,Op3309
XNR_RS21865,furB,"COG0735@1|root,COG0735@2|Bacteria,2IKS3@201174|Actinobacteria",Belongs to the Fur family,"GO:0000976,GO:0001067,GO:0001130,GO:0001217,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0005886,GO:0006355,GO:0008150,GO:0008270,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0010035,GO:0010038,GO:0010043,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0016020,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0032991,GO:0032993,GO:0042221,GO:0042802,GO:0042803,GO:0043167,GO:0043169,GO:0043565,GO:0044212,GO:0044464,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0046872,GO:0046914,GO:0046983,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0060255,GO:0065007,GO:0071944,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1990837,GO:2000112,GO:2000113,GO:2001141",-,ko:K03711,-,-,-,-,"ko00000,ko03000",-,-,-,FUR,NC_020990.1,XNR_4415,5031160,5031588,-,transcriptional repressor,Inorganic ion transport and metabolism,Op3310
XNR_RS21870,XNR_RS21870,"COG1108@1|root,COG1108@2|Bacteria,2GJ7H@201174|Actinobacteria",ABC-type Mn2 Zn2 transport systems permease components,-,-,ko:K09816,"ko02010,map02010",M00242,-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.15.3,3.A.1.15.5",-,-,ABC-3,NC_020990.1,XNR_4416,5031740,5032645,-,metal ABC transporter permease,Inorganic ion transport and metabolism,Op3311
XNR_RS21875,mntB,"COG1121@1|root,COG1121@2|Bacteria,2GP3A@201174|Actinobacteria",ABC transporter,-,-,ko:K09817,"ko02010,map02010",M00242,-,-,"ko00000,ko00001,ko00002,ko01000,ko02000","3.A.1.15.3,3.A.1.15.5",-,-,ABC_tran,NC_020990.1,XNR_4417,5032645,5033442,-,metal ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,Op3311
XNR_RS21880,XNR_RS21880,"COG0803@1|root,COG0803@2|Bacteria,2GM1K@201174|Actinobacteria",Belongs to the bacterial solute-binding protein 9 family,-,-,ko:K09815,"ko02010,map02010",M00242,-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.15.3,3.A.1.15.5",-,-,ZnuA,NC_020990.1,XNR_4418,5033487,5034512,-,metal ABC transporter substrate-binding protein,Inorganic ion transport and metabolism,Op3312
XNR_RS21885,glyQS,"COG0423@1|root,COG0423@2|Bacteria,2GIT3@201174|Actinobacteria",Catalyzes the attachment of glycine to tRNA(Gly),"GO:0003674,GO:0003824,GO:0004812,GO:0004820,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006426,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0046983,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576",6.1.1.14,ko:K01880,"ko00970,map00970","M00359,M00360",R03654,"RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029",-,-,-,"HGTP_anticodon,tRNA-synt_2b",NC_020990.1,XNR_4419,5034791,5036173,+,glycine--tRNA ligase,"Translation, ribosomal structure and biogenesis",Op3313
XNR_RS21890,XNR_RS21890,"291IM@1|root,2ZP52@2|Bacteria,2ISKG@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_4420,5036501,5036743,+,DUF6243 family protein,-,Op3314
XNR_RS21895,dus,"COG0042@1|root,COG0042@2|Bacteria,2GJ8I@201174|Actinobacteria","Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines",-,-,-,-,-,-,-,-,-,-,-,Dus,NC_020990.1,XNR_4421,5036876,5038045,+,tRNA dihydrouridine synthase DusB,"Translation, ribosomal structure and biogenesis",Op3315
XNR_RS21900,XNR_RS21900,"arCOG04040@1|root,334QT@2|Bacteria,2GQNG@201174|Actinobacteria",Gas vesicle,-,-,-,-,-,-,-,-,-,-,-,GvpO,NC_020990.1,XNR_4422,5038209,5038535,+,gas vesicle protein,Function unknown,Op3316
XNR_RS21905,gvpA,"arCOG03092@1|root,328MZ@2|Bacteria,2IFDH@201174|Actinobacteria","Gas vesicles are small, hollow, gas filled protein structures that are found in several microbial planktonic microorganisms. They allow the positioning of the organism at the favorable depth for growth. GvpA type proteins form the essential core of the structure",-,-,-,-,-,-,-,-,-,-,-,Gas_vesicle,NC_020990.1,XNR_4423,5038551,5039027,+,gas vesicle structural protein GvpA,Function unknown,Op3316
XNR_RS21910,gvpF,"COG0154@1|root,COG0154@2|Bacteria,2GNCS@201174|Actinobacteria",Gas vesicle,-,-,-,-,-,-,-,-,-,-,-,GvpL_GvpF,NC_020990.1,XNR_4424,5039031,5039786,+,GvpL/GvpF family gas vesicle protein,"Translation, ribosomal structure and biogenesis",Op3316
XNR_RS21915,XNR_RS21915,"2EJC3@1|root,33D37@2|Bacteria,2GQN8@201174|Actinobacteria,2NN2Z@228398|Streptacidiphilus",Gas vesicle protein G,-,-,-,-,-,-,-,-,-,-,-,GvpG,NC_020990.1,XNR_4425,5039788,5040063,+,gas vesicle protein GvpG,Function unknown,Op3316
XNR_RS21920,XNR_RS21920,"COG3087@1|root,COG3087@2|Bacteria,2H5DX@201174|Actinobacteria",Lytic transglycosylase with a strong preference for naked glycan strands that lack stem peptides,-,-,-,-,-,-,-,-,-,-,-,HC2,NC_020990.1,XNR_4426,5040063,5040839,+,hypothetical protein,"Cell cycle control, cell division, chromosome partitioning",Op3316
XNR_RS21925,XNR_RS21925,"COG5637@1|root,COG5637@2|Bacteria,2GMK7@201174|Actinobacteria",cyclase dehydrase,-,-,-,-,-,-,-,-,-,-,-,Polyketide_cyc,NC_020990.1,XNR_4427,5040846,5041790,+,SRPBCC family protein,"Cell cycle control, cell division, chromosome partitioning",Op3316
XNR_RS21930,XNR_RS21930,"2E5BC@1|root,3303G@2|Bacteria,2IR3J@201174|Actinobacteria","Gas vesicles are small, hollow, gas filled protein structures that are found in several microbial planktonic microorganisms. They allow the positioning of the organism at the favorable depth for growth",-,-,-,-,-,-,-,-,-,-,-,Gas_vesicle,NC_020990.1,XNR_4428,5041808,5042182,+,gas vesicle protein,Function unknown,Op3316
XNR_RS21935,gvpL2,"2DM5J@1|root,31T6B@2|Bacteria,2GMP8@201174|Actinobacteria",Gas vesicle,-,-,-,-,-,-,-,-,-,-,-,GvpL_GvpF,NC_020990.1,XNR_4429,5042179,5043000,+,GvpL/GvpF family gas vesicle protein,Function unknown,Op3316
XNR_RS21940,gvpS1,"2DRDP@1|root,33BB6@2|Bacteria,2GQXX@201174|Actinobacteria",gas vesicle protein,-,-,-,-,-,-,-,-,-,-,-,Gas_vesicle,NC_020990.1,XNR_4430,5042981,5043208,+,gas vesicle protein,Function unknown,Op3316
XNR_RS21945,gvpK,"arCOG06390@1|root,330IR@2|Bacteria,2IQAU@201174|Actinobacteria",Gas vesicle,-,-,-,-,-,-,-,-,-,-,-,GvpK,NC_020990.1,XNR_4431,5043205,5043486,+,gas vesicle protein K,Function unknown,Op3316
XNR_RS21950,XNR_RS21950,"COG2308@1|root,COG2308@2|Bacteria,2GP4E@201174|Actinobacteria",Evidence 4 Homologs of previously reported genes of,-,-,-,-,-,-,-,-,-,-,-,GSP_synth,NC_020990.1,XNR_4432,5044025,5045371,+,hypothetical protein,Function unknown,Op3317
XNR_RS21955,XNR_RS21955,"COG0189@1|root,COG0189@2|Bacteria,2I33Z@201174|Actinobacteria",ligase activity,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_4433,5045521,5046846,+,biotin carboxylase,Coenzyme transport and metabolism,Op3318
XNR_RS21960,XNR_RS21960,"COG3483@1|root,COG3483@2|Bacteria,2ICER@201174|Actinobacteria","Tryptophan 2,3-dioxygenase",-,1.13.11.11,ko:K00453,"ko00380,ko01100,map00380,map01100",M00038,R00678,RC00356,"ko00000,ko00001,ko00002,ko01000",-,-,-,Trp_dioxygenase,NC_020990.1,XNR_4434,5046843,5047562,+,tryptophan 2%2C3-dioxygenase family protein,Amino acid transport and metabolism,Op3318
XNR_RS21965,XNR_RS21965,"COG0520@1|root,COG0520@2|Bacteria,2I9H7@201174|Actinobacteria",Aminotransferase class-V,-,-,-,-,-,-,-,-,-,-,-,Aminotran_5,NC_020990.1,XNR_4435,5047559,5048704,+,aminotransferase class V-fold PLP-dependent enzyme,Amino acid transport and metabolism,Op3318
XNR_RS21970,XNR_RS21970,"COG3483@1|root,COG3483@2|Bacteria,2IAD5@201174|Actinobacteria","tryptophan 2,3-dioxygenase activity",-,-,-,-,-,-,-,-,-,-,-,Trp_dioxygenase,NC_020990.1,XNR_4436,5048759,5050003,+,tryptophan 2%2C3-dioxygenase (vermilion),Amino acid transport and metabolism,Op3318
XNR_RS21975,XNR_RS21975,"COG0654@1|root,COG0654@2|Bacteria,2GKIN@201174|Actinobacteria",Monooxygenase,-,1.14.13.127,ko:K05712,"ko00360,ko01120,ko01220,map00360,map01120,map01220",M00545,"R06786,R06787",RC00236,"ko00000,ko00001,ko00002,ko01000",-,-,-,FAD_binding_3,NC_020990.1,XNR_4437,5050000,5051667,+,FAD-dependent monooxygenase,Energy production and conversion,Op3318
XNR_RS21980,ilvE,"COG0115@1|root,COG0115@2|Bacteria,2GKJ1@201174|Actinobacteria",Branched-chain amino acid aminotransferase,-,2.6.1.42,ko:K00826,"ko00270,ko00280,ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00270,map00280,map00290,map00770,map01100,map01110,map01130,map01210,map01230","M00019,M00036,M00119,M00570","R01090,R01214,R02199,R10991","RC00006,RC00036","ko00000,ko00001,ko00002,ko01000,ko01007",-,-,-,Aminotran_4,NC_020990.1,XNR_4438,5051664,5052608,+,branched-chain-amino-acid transaminase,Amino acid transport and metabolism,Op3318
XNR_RS21985,XNR_RS21985,"COG1878@1|root,COG1878@2|Bacteria,2GNFV@201174|Actinobacteria",PFAM cyclase family protein,-,-,-,-,-,-,-,-,-,-,-,Cyclase,NC_020990.1,XNR_4439,5052605,5053384,+,cyclase family protein,Function unknown,Op3318
XNR_RS21990,XNR_RS21990,"COG2890@1|root,COG2890@2|Bacteria",protein-(glutamine-N5) methyltransferase activity,-,2.1.1.297,ko:K02493,-,-,R10806,"RC00003,RC03279","ko00000,ko01000,ko03012",-,-,-,"MTS,Methyltransf_25,Methyltransf_31",NC_020990.1,XNR_4440,5053387,5054076,+,class I SAM-dependent methyltransferase,"Translation, ribosomal structure and biogenesis",Op3318
XNR_RS21995,XNR_RS21995,"COG0748@1|root,COG0748@2|Bacteria,2I36B@201174|Actinobacteria",Pyridoxamine 5'-phosphate oxidase,-,-,-,-,-,-,-,-,-,-,-,Putative_PNPOx,NC_020990.1,XNR_4441,5054136,5054579,+,PPOX class F420-dependent oxidoreductase,Inorganic ion transport and metabolism,Op3319
XNR_RS22000,XNR_RS22000,"COG0431@1|root,COG0431@2|Bacteria,2GNFR@201174|Actinobacteria",NAD(P)H-dependent FMN reductase,-,-,-,-,-,-,-,-,-,-,-,"Acetyltransf_1,Acetyltransf_10,FMN_red",NC_020990.1,XNR_4442,5054660,5055232,+,NAD(P)H-dependent oxidoreductase,Transcription,Op3320
XNR_RS22005,XNR_RS22005,"COG0151@1|root,COG0151@2|Bacteria,2GKTF@201174|Actinobacteria",ATP-grasp domain,-,-,-,-,-,-,-,-,-,-,-,ATP-grasp_4,NC_020990.1,XNR_4443,5055276,5056511,+,ATP-grasp domain-containing protein,Nucleotide transport and metabolism,Op3321
XNR_RS22010,XNR_RS22010,"COG2211@1|root,COG2211@2|Bacteria,2IDVV@201174|Actinobacteria",Major Facilitator Superfamily,-,-,-,-,-,-,-,-,-,-,-,MFS_1,NC_020990.1,XNR_4444,5056508,5057746,+,MFS transporter,Carbohydrate transport and metabolism,Op3321
XNR_RS22015,XNR_RS22015,"COG3408@1|root,COG3408@2|Bacteria,2GIUI@201174|Actinobacteria","Amylo-alpha-1,6-glucosidase",-,-,-,-,-,-,-,-,-,-,-,"GDE_C,GDE_N_bis",NC_020990.1,XNR_4445,5057758,5059704,-,amylo-alpha-1%2C6-glucosidase,Carbohydrate transport and metabolism,Op3322
XNR_RS22020,XNR_RS22020,"COG1626@1|root,COG1626@2|Bacteria,2I1MU@201174|Actinobacteria",Provides the cells with the ability to utilize trehalose at high osmolarity by splitting it into glucose molecules that can subsequently be taken up by the phosphotransferase-mediated uptake system,-,-,-,-,-,-,-,-,-,-,-,"Glyco_hydro_63,Trehalase",NC_020990.1,XNR_4446,5059740,5061296,-,hypothetical protein,Carbohydrate transport and metabolism,Op3322
XNR_RS22025,XNR_RS22025,"COG1940@1|root,COG1940@2|Bacteria,2GJ2S@201174|Actinobacteria",ROK family,-,-,-,-,-,-,-,-,-,-,-,"HTH_24,ROK",NC_020990.1,XNR_4447,5061433,5062650,+,ROK family protein,Carbohydrate transport and metabolism,Op3323
XNR_RS22030,XNR_RS22030,"COG2303@1|root,COG2303@2|Bacteria",choline dehydrogenase activity,-,-,-,-,-,-,-,-,-,-,-,GMC_oxred_C,NC_020990.1,XNR_4448,5062716,5062994,+,GMC oxidoreductase,Amino acid transport and metabolism,Op3324
XNR_RS22035,ppdK,"COG0574@1|root,COG1080@1|root,COG0574@2|Bacteria,COG1080@2|Bacteria,2GK73@201174|Actinobacteria",Belongs to the PEP-utilizing enzyme family,-,2.7.9.1,ko:K01006,"ko00620,ko00710,ko00720,ko01100,ko01120,ko01200,map00620,map00710,map00720,map01100,map01120,map01200","M00169,M00171,M00172,M00173",R00206,"RC00002,RC00015","ko00000,ko00001,ko00002,ko01000",-,-,-,"PEP-utilizers,PEP-utilizers_C,PPDK_N",NC_020990.1,XNR_4449,5063513,5066269,+,pyruvate%2C phosphate dikinase,Carbohydrate transport and metabolism,Op3325
XNR_RS22040,XNR_RS22040,"COG0730@1|root,COG0730@2|Bacteria,2GMNQ@201174|Actinobacteria",membrane transporter protein,-,-,ko:K07090,-,-,-,-,ko00000,-,-,-,TauE,NC_020990.1,XNR_4450,5066539,5067324,+,TSUP family transporter,Function unknown,Op3326
XNR_RS22045,XNR_RS22045,"2CH9K@1|root,33KTD@2|Bacteria,2IFBB@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_4451,5067477,5068112,-,hypothetical protein,-,Op3327
XNR_RS22050,cutA,"COG1324@1|root,COG1324@2|Bacteria,2IQF1@201174|Actinobacteria",Divalent ion tolerance protein,-,-,ko:K03926,-,-,-,-,ko00000,-,-,-,CutA1,NC_020990.1,XNR_4452,5068441,5068791,+,divalent-cation tolerance protein CutA,Inorganic ion transport and metabolism,Op3328
XNR_RS22055,XNR_RS22055,"COG0251@1|root,COG0251@2|Bacteria,2IHP3@201174|Actinobacteria",endoribonuclease L-PSP,-,-,-,-,-,-,-,-,-,-,-,Ribonuc_L-PSP,NC_020990.1,XNR_4453,5068835,5069251,+,RidA family protein,"Translation, ribosomal structure and biogenesis",Op3329
XNR_RS22060,ureD,"COG0829@1|root,COG0829@2|Bacteria",nickel cation binding,-,-,ko:K03190,-,-,-,-,ko00000,-,-,-,UreD,NC_020990.1,XNR_4454,5069185,5070003,-,urease accessory protein UreD,"Posttranslational modification, protein turnover, chaperones",Op3330
XNR_RS22065,ureG,"COG0378@1|root,COG0378@2|Bacteria,2GNUV@201174|Actinobacteria","Facilitates the functional incorporation of the urease nickel metallocenter. This process requires GTP hydrolysis, probably effectuated by UreG",-,-,ko:K03189,-,-,-,-,ko00000,-,-,-,cobW,NC_020990.1,XNR_4455,5070000,5070704,-,urease accessory protein UreG,Transcription,Op3330
XNR_RS22070,ureF,"COG0830@1|root,COG0830@2|Bacteria,2GN66@201174|Actinobacteria",Required for maturation of urease via the functional incorporation of the urease nickel metallocenter,-,-,ko:K03188,-,-,-,-,ko00000,-,-,-,UreF,NC_020990.1,XNR_4456,5070697,5071362,-,urease accessory protein UreF,"Posttranslational modification, protein turnover, chaperones",Op3330
XNR_RS22075,ureC,"COG0804@1|root,COG0804@2|Bacteria,2GM7X@201174|Actinobacteria",Belongs to the metallo-dependent hydrolases superfamily. Urease alpha subunit family,"GO:0008150,GO:0040007",3.5.1.5,ko:K01428,"ko00220,ko00230,ko00791,ko01100,ko01120,ko05120,map00220,map00230,map00791,map01100,map01120,map05120",-,R00131,"RC02798,RC02806","ko00000,ko00001,ko01000",-,-,iNJ661.Rv1850,"Amidohydro_1,Urease_alpha",NC_020990.1,XNR_4457,5071362,5073065,-,urease subunit alpha,Amino acid transport and metabolism,Op3330
XNR_RS22080,ureB,"COG0832@1|root,COG0832@2|Bacteria,2IKR8@201174|Actinobacteria",Belongs to the urease beta subunit family,-,3.5.1.5,ko:K01429,"ko00220,ko00230,ko00791,ko01100,ko01120,map00220,map00230,map00791,map01100,map01120",-,R00131,"RC02798,RC02806","ko00000,ko00001,ko01000",-,-,-,Urease_beta,NC_020990.1,XNR_4458,5073067,5073489,-,urease subunit beta,Amino acid transport and metabolism,Op3330
XNR_RS22085,XNR_RS22085,"COG0831@1|root,COG0831@2|Bacteria,2IP2V@201174|Actinobacteria","Urease, gamma subunit",-,3.5.1.5,ko:K01430,"ko00220,ko00230,ko00791,ko01100,ko01120,map00220,map00230,map00791,map01100,map01120",-,R00131,"RC02798,RC02806","ko00000,ko00001,ko01000",-,-,-,Urease_gamma,NC_020990.1,XNR_4459,5073486,5073788,-,urease subunit gamma,Amino acid transport and metabolism,Op3330
XNR_RS22090,XNR_RS22090,"COG0738@1|root,COG0738@2|Bacteria,2GRCY@201174|Actinobacteria",Major facilitator Superfamily,-,-,-,-,-,-,-,-,-,-,-,"MFS_1,MFS_3",NC_020990.1,XNR_4460,5073962,5075182,-,MFS transporter,Carbohydrate transport and metabolism,Op3331
XNR_RS22095,XNR_RS22095,"COG1028@1|root,COG1028@2|Bacteria,2GJU1@201174|Actinobacteria",Short-chain dehydrogenase reductase sdr,-,1.1.1.100,ko:K00059,"ko00061,ko00333,ko00780,ko01040,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01040,map01100,map01130,map01212","M00083,M00572","R04533,R04534,R04536,R04543,R04566,R04953,R04964,R07759,R07763,R10116,R10120,R11671","RC00029,RC00117","ko00000,ko00001,ko00002,ko01000,ko01004",-,-,-,adh_short_C2,NC_020990.1,XNR_4461,5075283,5076032,-,SDR family oxidoreductase,Lipid transport and metabolism,Op3332
XNR_RS22100,XNR_RS22100,"COG1052@1|root,COG1052@2|Bacteria,2GN2C@201174|Actinobacteria",Catalyzes the NAD( )-dependent oxidation of formate to carbon dioxide. Formate oxidation is the final step in the methanol oxidation pathway in methylotrophic microorganisms. Has a role in the detoxification of exogenous formate in non- methylotrophic organisms,-,1.17.1.9,ko:K00122,"ko00630,ko00680,ko01100,ko01120,ko01200,map00630,map00680,map01100,map01120,map01200",-,R00519,RC02796,"ko00000,ko00001,ko01000",-,-,-,"2-Hacid_dh,2-Hacid_dh_C",NC_020990.1,XNR_4462,5076268,5077446,+,NAD-dependent formate dehydrogenase,Energy production and conversion,Op3333
XNR_RS22105,XNR_RS22105,"COG3209@1|root,COG3534@1|root,COG3209@2|Bacteria,COG3534@2|Bacteria,2I35N@201174|Actinobacteria",sporulation resulting in formation of a cellular spore,-,-,-,-,-,-,-,-,-,-,-,Laminin_G_3,NC_020990.1,XNR_4463,5077745,5079808,+,LamG domain-containing protein,Cell wall/membrane/envelope biogenesis,Op3334
XNR_RS22110,XNR_RS22110,"COG0500@1|root,COG2226@2|Bacteria,2I3AK@201174|Actinobacteria",Tellurite resistance protein TehB,-,-,-,-,-,-,-,-,-,-,-,Methyltransf_25,NC_020990.1,XNR_4464,5079893,5080438,-,class I SAM-dependent methyltransferase,"Secondary metabolites biosynthesis, transport and catabolism",Op3335
XNR_RS22115,XNR_RS22115,"COG2207@1|root,COG2207@2|Bacteria,2GITD@201174|Actinobacteria",Arac family,-,-,-,-,-,-,-,-,-,-,-,"AraC_binding_2,HTH_18",NC_020990.1,XNR_4465,5080486,5081496,-,helix-turn-helix domain-containing protein,Transcription,Op3336
XNR_RS22120,XNR_RS22120,"2EJ6C@1|root,33CXJ@2|Bacteria,2GJUP@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_4466,5081731,5082615,+,hypothetical protein,-,Op3337
XNR_RS22125,XNR_RS22125,"2AX38@1|root,31P1K@2|Bacteria,2IQ8J@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_4467,5082697,5083149,+,hypothetical protein,-,Op3338
XNR_RS22145,XNR_RS22145,"2DRKZ@1|root,33C8D@2|Bacteria,2GWR3@201174|Actinobacteria",-,-,-,-,-,-,-,-,-,-,-,-,-,NC_020990.1,XNR_4471,5083859,5084158,+,hypothetical protein,-,Op3339
XNR_RS22150,xylB2,"COG1070@1|root,COG1070@2|Bacteria,2GJDZ@201174|Actinobacteria",xylulose kinase,-,2.7.1.17,ko:K00854,"ko00040,ko01100,map00040,map01100",M00014,R01639,"RC00002,RC00538","ko00000,ko00001,ko00002,ko01000",-,-,-,"FGGY_C,FGGY_N",NC_020990.1,XNR_4472,5084248,5085702,+,FGGY family carbohydrate kinase,Carbohydrate transport and metabolism,Op3340
XNR_RS22155,XNR_RS22155,"COG1132@1|root,COG1132@2|Bacteria,2GITR@201174|Actinobacteria",ABC transporter,-,-,ko:K06147,-,-,-,-,"ko00000,ko02000","3.A.1.106,3.A.1.109,3.A.1.21",-,-,"ABC_membrane,ABC_tran",NC_020990.1,XNR_4473,5085836,5087569,+,ABC transporter ATP-binding protein,Defense mechanisms,Op3341
XNR_RS22160,XNR_RS22160,"COG1132@1|root,COG1132@2|Bacteria,2GITR@201174|Actinobacteria",ABC transporter,-,-,ko:K06147,-,-,-,-,"ko00000,ko02000","3.A.1.106,3.A.1.109,3.A.1.21",-,-,"ABC_membrane,ABC_tran",NC_020990.1,XNR_4474,5087569,5089485,+,ABC transporter ATP-binding protein,Defense mechanisms,Op3341
