,locus_tag,GOs
26253,XNR_RS25755,membrane lipid metabolic process
26254,XNR_RS25755,glycolipid metabolic process
26255,XNR_RS25755,phosphorus metabolic process
26256,XNR_RS25755,phosphate-containing compound metabolic process
26257,XNR_RS25755,biological_process
26258,XNR_RS25755,metabolic process
26259,XNR_RS25755,lipid biosynthetic process
26260,XNR_RS25755,biosynthetic process
26261,XNR_RS25755,glycolipid biosynthetic process
26262,XNR_RS25755,cellular process
26263,XNR_RS25755,membrane
26264,XNR_RS25755,kinase activity
26265,XNR_RS25755,phosphorylation
26266,XNR_RS25755,transferase activity
26267,XNR_RS25755,"transferase activity, transferring phosphorus-containing groups"
26268,XNR_RS25755,"phosphotransferase activity, alcohol group as acceptor"
26269,XNR_RS25755,cellular metabolic process
26270,XNR_RS25755,primary metabolic process
26271,XNR_RS25755,cellular biosynthetic process
26272,XNR_RS25755,cellular lipid metabolic process
26273,XNR_RS25755,obsolete cell part
26274,XNR_RS25755,membrane lipid biosynthetic process
26275,XNR_RS25755,organic substance metabolic process
26276,XNR_RS25755,cell periphery
26277,XNR_RS25755,carbohydrate derivative metabolic process
26278,XNR_RS25755,carbohydrate derivative biosynthetic process
26279,XNR_RS25755,organic substance biosynthetic process
26280,XNR_RS25755,liposaccharide metabolic process
26281,XNR_RS25760,molecular_function
26282,XNR_RS25760,RNA helicase activity
26283,XNR_RS25760,catalytic activity
26284,XNR_RS25760,RNA helicase activity
26285,XNR_RS25760,helicase activity
26286,XNR_RS25760,cellular_component
26287,XNR_RS25760,cell wall
26288,XNR_RS25760,intracellular anatomical structure
26289,XNR_RS25760,obsolete cell
26290,XNR_RS25760,cytoplasm
26291,XNR_RS25760,cytosol
26292,XNR_RS25760,plasma membrane
26293,XNR_RS25760,nucleobase-containing compound metabolic process
26294,XNR_RS25760,RNA catabolic process
26295,XNR_RS25760,cellular aromatic compound metabolic process
26296,XNR_RS25760,nitrogen compound metabolic process
26297,XNR_RS25760,helicase activity
26298,XNR_RS25760,biological_process
26299,XNR_RS25760,metabolic process
26300,XNR_RS25760,"ATP-dependent activity, acting on RNA"
26301,XNR_RS25760,catabolic process
26302,XNR_RS25760,macromolecule catabolic process
26303,XNR_RS25760,cellular process
26304,XNR_RS25760,membrane
26305,XNR_RS25760,RNA metabolic process
26306,XNR_RS25760,pyrophosphatase activity
26307,XNR_RS25760,hydrolase activity
26308,XNR_RS25760,"hydrolase activity, acting on acid anhydrides"
26309,XNR_RS25760,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
26310,XNR_RS25760,ATP hydrolysis activity
26311,XNR_RS25760,ribonucleoside triphosphate phosphatase activity
26312,XNR_RS25760,aromatic compound catabolic process
26313,XNR_RS25760,external encapsulating structure
26314,XNR_RS25760,cellular nitrogen compound metabolic process
26315,XNR_RS25760,nucleobase-containing compound catabolic process
26316,XNR_RS25760,ATP hydrolysis activity
26317,XNR_RS25760,macromolecule metabolic process
26318,XNR_RS25760,cellular metabolic process
26319,XNR_RS25760,primary metabolic process
26320,XNR_RS25760,cellular catabolic process
26321,XNR_RS25760,obsolete cellular macromolecule metabolic process
26322,XNR_RS25760,obsolete cellular macromolecule catabolic process
26323,XNR_RS25760,cellular nitrogen compound catabolic process
26324,XNR_RS25760,obsolete intracellular part
26325,XNR_RS25760,obsolete cytoplasmic part
26326,XNR_RS25760,obsolete cell part
26327,XNR_RS25760,heterocycle metabolic process
26328,XNR_RS25760,heterocycle catabolic process
26329,XNR_RS25760,obsolete purine NTP-dependent helicase activity
26330,XNR_RS25760,organic substance metabolic process
26331,XNR_RS25760,cell periphery
26332,XNR_RS25760,nucleic acid metabolic process
26333,XNR_RS25760,"catalytic activity, acting on RNA"
26334,XNR_RS25760,organic cyclic compound metabolic process
26335,XNR_RS25760,organic cyclic compound catabolic process
26336,XNR_RS25760,organic substance catabolic process
26349,XNR_RS25825,cellular_component
26350,XNR_RS25825,cell wall
26351,XNR_RS25825,obsolete cell
26352,XNR_RS25825,external encapsulating structure
26353,XNR_RS25825,obsolete cell part
26354,XNR_RS25825,cell periphery
26373,XNR_RS25920,molecular_function
26374,XNR_RS25920,nucleic acid binding
26375,XNR_RS25920,RNA binding
26376,XNR_RS25920,translation initiation factor activity
26377,XNR_RS25920,binding
26378,XNR_RS25920,cellular_component
26379,XNR_RS25920,intracellular anatomical structure
26380,XNR_RS25920,obsolete cell
26381,XNR_RS25920,cytoplasm
26382,XNR_RS25920,cytosol
26383,XNR_RS25920,plasma membrane
26384,XNR_RS25920,translation
26385,XNR_RS25920,translational initiation
26386,XNR_RS25920,peptide metabolic process
26387,XNR_RS25920,nitrogen compound metabolic process
26388,XNR_RS25920,organelle organization
26389,XNR_RS25920,"translation factor activity, RNA binding"
26390,XNR_RS25920,biological_process
26391,XNR_RS25920,metabolic process
26392,XNR_RS25920,biosynthetic process
26393,XNR_RS25920,macromolecule biosynthetic process
26394,XNR_RS25920,cellular process
26395,XNR_RS25920,gene expression
26396,XNR_RS25920,membrane
26397,XNR_RS25920,cellular component organization
26398,XNR_RS25920,protein metabolic process
26399,XNR_RS25920,cellular component disassembly
26400,XNR_RS25920,ribosome disassembly
26401,XNR_RS25920,protein-containing complex disassembly
26402,XNR_RS25920,protein-RNA complex disassembly
26403,XNR_RS25920,cellular nitrogen compound metabolic process
26404,XNR_RS25920,obsolete cellular macromolecule biosynthetic process
26405,XNR_RS25920,growth
26406,XNR_RS25920,ribonucleoprotein complex binding
26407,XNR_RS25920,ribosome binding
26408,XNR_RS25920,peptide biosynthetic process
26409,XNR_RS25920,macromolecule metabolic process
26410,XNR_RS25920,amide metabolic process
26411,XNR_RS25920,amide biosynthetic process
26412,XNR_RS25920,protein-containing complex organization
26413,XNR_RS25920,cellular metabolic process
26414,XNR_RS25920,primary metabolic process
26415,XNR_RS25920,cellular biosynthetic process
26416,XNR_RS25920,obsolete cellular macromolecule metabolic process
26417,XNR_RS25920,protein metabolic process
26418,XNR_RS25920,cellular nitrogen compound biosynthetic process
26419,XNR_RS25920,obsolete intracellular part
26420,XNR_RS25920,obsolete cytoplasmic part
26421,XNR_RS25920,obsolete cell part
26422,XNR_RS25920,protein-containing complex binding
26423,XNR_RS25920,organic substance metabolic process
26424,XNR_RS25920,protein-RNA complex organization
26425,XNR_RS25920,cellular component organization or biogenesis
26426,XNR_RS25920,cell periphery
26427,XNR_RS25920,organic cyclic compound binding
26428,XNR_RS25920,heterocyclic compound binding
26429,XNR_RS25920,organonitrogen compound metabolic process
26430,XNR_RS25920,organonitrogen compound biosynthetic process
26431,XNR_RS25920,organic substance biosynthetic process
26432,XNR_RS25920,organelle disassembly
26433,XNR_RS25925,molecular_function
26434,XNR_RS25925,structural constituent of ribosome
26435,XNR_RS25925,structural molecule activity
26436,XNR_RS25925,cellular_component
26437,XNR_RS25925,intracellular anatomical structure
26438,XNR_RS25925,obsolete cell
26439,XNR_RS25925,cytoplasm
26440,XNR_RS25925,cytosol
26441,XNR_RS25925,ribosome
26442,XNR_RS25925,large ribosomal subunit
26443,XNR_RS25925,cytosolic large ribosomal subunit
26444,XNR_RS25925,cytosolic ribosome
26445,XNR_RS25925,protein-containing complex
26446,XNR_RS25925,organelle
26447,XNR_RS25925,non-membrane-bounded organelle
26448,XNR_RS25925,intracellular organelle
26449,XNR_RS25925,intracellular non-membrane-bounded organelle
26450,XNR_RS25925,ribosomal subunit
26451,XNR_RS25925,obsolete organelle part
26452,XNR_RS25925,obsolete intracellular part
26453,XNR_RS25925,obsolete cytoplasmic part
26454,XNR_RS25925,obsolete cytosolic part
26455,XNR_RS25925,obsolete intracellular organelle part
26456,XNR_RS25925,obsolete cell part
26457,XNR_RS25925,ribonucleoprotein complex
26458,XNR_RS25930,ribosomal large subunit assembly
26459,XNR_RS25930,molecular_function
26460,XNR_RS25930,structural constituent of ribosome
26461,XNR_RS25930,structural molecule activity
26462,XNR_RS25930,cellular_component
26463,XNR_RS25930,intracellular anatomical structure
26464,XNR_RS25930,obsolete cell
26465,XNR_RS25930,cytoplasm
26466,XNR_RS25930,cytosol
26467,XNR_RS25930,ribosome
26468,XNR_RS25930,plasma membrane
26469,XNR_RS25930,organelle organization
26470,XNR_RS25930,biological_process
26471,XNR_RS25930,cellular process
26472,XNR_RS25930,large ribosomal subunit
26473,XNR_RS25930,membrane
26474,XNR_RS25930,cellular component organization
26475,XNR_RS25930,cellular component assembly
26476,XNR_RS25930,ribonucleoprotein complex biogenesis
26477,XNR_RS25930,protein-RNA complex assembly
26478,XNR_RS25930,cytosolic large ribosomal subunit
26479,XNR_RS25930,cytosolic ribosome
26480,XNR_RS25930,protein-containing complex
26481,XNR_RS25930,protein-containing complex assembly
26482,XNR_RS25930,ribosome biogenesis
26483,XNR_RS25930,ribosome assembly
26484,XNR_RS25930,ribosomal large subunit biogenesis
26485,XNR_RS25930,organelle
26486,XNR_RS25930,non-membrane-bounded organelle
26487,XNR_RS25930,intracellular organelle
26488,XNR_RS25930,intracellular non-membrane-bounded organelle
26489,XNR_RS25930,protein-containing complex organization
26490,XNR_RS25930,cellular component biogenesis
26491,XNR_RS25930,ribosomal subunit
26492,XNR_RS25930,obsolete organelle part
26493,XNR_RS25930,obsolete intracellular part
26494,XNR_RS25930,obsolete cytoplasmic part
26495,XNR_RS25930,obsolete cytosolic part
26496,XNR_RS25930,obsolete intracellular organelle part
26497,XNR_RS25930,obsolete cell part
26498,XNR_RS25930,protein-containing complex assembly
26499,XNR_RS25930,organelle assembly
26500,XNR_RS25930,protein-RNA complex organization
26501,XNR_RS25930,cellular component organization or biogenesis
26502,XNR_RS25930,cell periphery
26503,XNR_RS25930,ribonucleoprotein complex
26507,XNR_RS25950,molecular_function
26508,XNR_RS25950,catalytic activity
26509,XNR_RS25950,aminoacyl-tRNA ligase activity
26510,XNR_RS25950,phenylalanine-tRNA ligase activity
26511,XNR_RS25950,cellular_component
26512,XNR_RS25950,intracellular anatomical structure
26513,XNR_RS25950,obsolete cell
26514,XNR_RS25950,cytoplasm
26515,XNR_RS25950,plasma membrane
26516,XNR_RS25950,organic acid metabolic process
26517,XNR_RS25950,nucleobase-containing compound metabolic process
26518,XNR_RS25950,tRNA metabolic process
26519,XNR_RS25950,translation
26520,XNR_RS25950,tRNA aminoacylation for protein translation
26521,XNR_RS25950,phenylalanyl-tRNA aminoacylation
26522,XNR_RS25950,peptide metabolic process
26523,XNR_RS25950,amino acid metabolic process
26524,XNR_RS25950,cellular aromatic compound metabolic process
26525,XNR_RS25950,nitrogen compound metabolic process
26526,XNR_RS25950,biological_process
26527,XNR_RS25950,metabolic process
26528,XNR_RS25950,biosynthetic process
26529,XNR_RS25950,macromolecule biosynthetic process
26530,XNR_RS25950,cellular process
26531,XNR_RS25950,gene expression
26532,XNR_RS25950,membrane
26533,XNR_RS25950,RNA metabolic process
26534,XNR_RS25950,ligase activity
26535,XNR_RS25950,"ligase activity, forming carbon-oxygen bonds"
26536,XNR_RS25950,protein metabolic process
26537,XNR_RS25950,carboxylic acid metabolic process
26538,XNR_RS25950,cellular nitrogen compound metabolic process
26539,XNR_RS25950,obsolete cellular macromolecule biosynthetic process
26540,XNR_RS25950,ncRNA metabolic process
26541,XNR_RS25950,growth
26542,XNR_RS25950,amino acid activation
26543,XNR_RS25950,tRNA aminoacylation
26544,XNR_RS25950,peptide biosynthetic process
26545,XNR_RS25950,macromolecule metabolic process
26546,XNR_RS25950,oxoacid metabolic process
26547,XNR_RS25950,amide metabolic process
26548,XNR_RS25950,amide biosynthetic process
26549,XNR_RS25950,cellular metabolic process
26550,XNR_RS25950,primary metabolic process
26551,XNR_RS25950,cellular biosynthetic process
26552,XNR_RS25950,obsolete cellular macromolecule metabolic process
26553,XNR_RS25950,protein metabolic process
26554,XNR_RS25950,cellular nitrogen compound biosynthetic process
26555,XNR_RS25950,small molecule metabolic process
26556,XNR_RS25950,obsolete intracellular part
26557,XNR_RS25950,obsolete cell part
26558,XNR_RS25950,heterocycle metabolic process
26559,XNR_RS25950,organic substance metabolic process
26560,XNR_RS25950,cell periphery
26561,XNR_RS25950,nucleic acid metabolic process
26562,XNR_RS25950,"catalytic activity, acting on RNA"
26563,XNR_RS25950,"catalytic activity, acting on a tRNA"
26564,XNR_RS25950,organic cyclic compound metabolic process
26565,XNR_RS25950,organonitrogen compound metabolic process
26566,XNR_RS25950,organonitrogen compound biosynthetic process
26567,XNR_RS25950,organic substance biosynthetic process
26568,XNR_RS25955,cellular_component
26569,XNR_RS25955,cell wall
26570,XNR_RS25955,intracellular anatomical structure
26571,XNR_RS25955,obsolete cell
26572,XNR_RS25955,cytoplasm
26573,XNR_RS25955,plasma membrane
26574,XNR_RS25955,organic acid metabolic process
26575,XNR_RS25955,nucleobase-containing compound metabolic process
26576,XNR_RS25955,tRNA metabolic process
26577,XNR_RS25955,translation
26578,XNR_RS25955,tRNA aminoacylation for protein translation
26579,XNR_RS25955,phenylalanyl-tRNA aminoacylation
26580,XNR_RS25955,peptide metabolic process
26581,XNR_RS25955,amino acid metabolic process
26582,XNR_RS25955,cellular aromatic compound metabolic process
26583,XNR_RS25955,nitrogen compound metabolic process
26584,XNR_RS25955,biological_process
26585,XNR_RS25955,metabolic process
26586,XNR_RS25955,biosynthetic process
26587,XNR_RS25955,macromolecule biosynthetic process
26588,XNR_RS25955,phenylalanine-tRNA ligase complex
26589,XNR_RS25955,cellular process
26590,XNR_RS25955,gene expression
26591,XNR_RS25955,membrane
26592,XNR_RS25955,RNA metabolic process
26593,XNR_RS25955,protein metabolic process
26594,XNR_RS25955,carboxylic acid metabolic process
26595,XNR_RS25955,external encapsulating structure
26596,XNR_RS25955,protein-containing complex
26597,XNR_RS25955,cellular nitrogen compound metabolic process
26598,XNR_RS25955,obsolete cellular macromolecule biosynthetic process
26599,XNR_RS25955,ncRNA metabolic process
26600,XNR_RS25955,growth
26601,XNR_RS25955,amino acid activation
26602,XNR_RS25955,tRNA aminoacylation
26603,XNR_RS25955,peptide biosynthetic process
26604,XNR_RS25955,macromolecule metabolic process
26605,XNR_RS25955,oxoacid metabolic process
26606,XNR_RS25955,amide metabolic process
26607,XNR_RS25955,amide biosynthetic process
26608,XNR_RS25955,cellular metabolic process
26609,XNR_RS25955,primary metabolic process
26610,XNR_RS25955,cellular biosynthetic process
26611,XNR_RS25955,obsolete cellular macromolecule metabolic process
26612,XNR_RS25955,protein metabolic process
26613,XNR_RS25955,cellular nitrogen compound biosynthetic process
26614,XNR_RS25955,small molecule metabolic process
26615,XNR_RS25955,obsolete intracellular part
26616,XNR_RS25955,obsolete cytoplasmic part
26617,XNR_RS25955,obsolete cell part
26618,XNR_RS25955,heterocycle metabolic process
26619,XNR_RS25955,organic substance metabolic process
