locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,operon
XNR_RS26200,XNR_RS26200,NC_020990.1,XNR_5285,5992137,5992577,-,hypothetical protein,S,Op3957
XNR_RS26205,XNR_RS26205,NC_020990.1,XNR_5286,5992580,5992939,-,hypothetical protein,-,Op3957
XNR_RS26210,XNR_RS26210,NC_020990.1,XNR_5287,5993035,5993682,+,HAD-IA family hydrolase,V,Op3958
XNR_RS26215,XNR_RS26215,NC_020990.1,XNR_5288,5994086,5995171,+,ATP-binding cassette domain-containing protein,P,Op3959
XNR_RS26220,XNR_RS26220,NC_020990.1,XNR_5289,5995168,5995926,+,ABC transporter permease,P,Op3959
XNR_RS26225,XNR_RS26225,NC_020990.1,XNR_5290,5996005,5996838,+,MetQ/NlpA family ABC transporter substrate-binding protein,P,Op3960
XNR_RS26230,XNR_RS26230,NC_020990.1,XNR_5291,5996874,5997707,+,MetQ/NlpA family ABC transporter substrate-binding protein,P,Op3960
XNR_RS26235,XNR_RS26235,NC_020990.1,XNR_5292,5997842,5998480,+,GNAT family N-acetyltransferase,J,Op3961
XNR_RS26240,cbiE,NC_020990.1,XNR_5293,5998632,5999846,+,precorrin-6y C5%2C15-methyltransferase (decarboxylating) subunit CbiE,H,Op3962
XNR_RS26245,cobT,NC_020990.1,XNR_5294,6000174,6003494,+,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,H,Op3963
XNR_RS26250,cobA,NC_020990.1,XNR_5295,6003690,6004937,+,uroporphyrinogen-III C-methyltransferase,H,Op3963
XNR_RS26255,XNR_RS26255,NC_020990.1,XNR_5296,6004970,6005773,+,RNA methyltransferase,J,Op3963
XNR_RS26260,XNR_RS26260,NC_020990.1,XNR_5297,6005940,6008132,-,ABC transporter permease,V,Op3964
XNR_RS26265,XNR_RS26265,NC_020990.1,XNR_5298,6008319,6008948,+,helix-turn-helix domain containing protein,K,Op3965
XNR_RS26270,XNR_RS26270,NC_020990.1,XNR_5299,6009067,6010404,-,serine/threonine-protein kinase,K,Op3966
XNR_RS26275,XNR_RS26275,NC_020990.1,XNR_5300,6010961,6011170,+,hypothetical protein,-,Op3967
XNR_RS26280,XNR_RS26280,NC_020990.1,XNR_5301,6011353,6012294,+,aminoglycoside phosphotransferase family protein,S,Op3968
XNR_RS26285,XNR_RS26285,NC_020990.1,XNR_5302,6012366,6012668,+,zf-TFIIB domain-containing protein,S,Op3969
XNR_RS26315,XNR_RS26315,NC_020990.1,XNR_5308,6013418,6014488,+,chorismate-binding protein,E,Op3970
XNR_RS26320,XNR_RS26320,NC_020990.1,XNR_5309,6014485,6015306,+,aminodeoxychorismate lyase,E,Op3970
XNR_RS26325,XNR_RS26325,NC_020990.1,XNR_5310,6015361,6016200,+,GNAT family N-acetyltransferase,K,Op3971
XNR_RS26330,XNR_RS26330,NC_020990.1,XNR_5311,6016219,6016731,-,DsbA family protein,O,Op3972
XNR_RS26335,XNR_RS26335,NC_020990.1,XNR_5312,6016912,6017349,+,hypothetical protein,-,Op3973
XNR_RS30935,XNR_RS30935,NC_020990.1,XNR_5313,6017533,6017691,+,hypothetical protein,-,Op3974
XNR_RS26340,XNR_RS26340,NC_020990.1,XNR_5314,6017713,6018270,-,CGNR zinc finger domain-containing protein,S,Op3975
XNR_RS26345,XNR_RS26345,NC_020990.1,XNR_5315,6018507,6018920,-,SsgA family sporulation/cell division regulator,S,Op3976
XNR_RS26350,XNR_RS26350,NC_020990.1,XNR_5316,6019109,6019549,+,TIGR02611 family protein,S,Op3977
XNR_RS26360,XNR_RS26360,NC_020990.1,XNR_5318,6020088,6020543,+,SRPBCC family protein,S,Op3978
XNR_RS26370,XNR_RS26370,NC_020990.1,XNR_5320,6020723,6021436,-,DNA polymerase III subunit epsilon,L,Op3979
XNR_RS26375,XNR_RS26375,NC_020990.1,XNR_5321,6021527,6022093,-,DinB family protein,E,Op3980
XNR_RS26380,thrS,NC_020990.1,XNR_5322,6022242,6024224,+,threonine--tRNA ligase,J,Op3981
XNR_RS26385,XNR_RS26385,NC_020990.1,XNR_5323,6024264,6024986,-,potassium channel family protein,P,Op3982
XNR_RS26390,XNR_RS26390,NC_020990.1,XNR_5324,6024987,6025580,+,HIT domain-containing protein,F,Op3983
XNR_RS26395,XNR_RS26395,NC_020990.1,XNR_5325,6025630,6027285,-,hypothetical protein,-,Op3984
XNR_RS26400,XNR_RS26400,NC_020990.1,XNR_5326,6027577,6028233,+,CDP-alcohol phosphatidyltransferase family protein,I,Op3985
XNR_RS26405,XNR_RS26405,NC_020990.1,XNR_5327,6028230,6029129,+,phosphatidylinositol mannoside acyltransferase,M,Op3985
XNR_RS26410,XNR_RS26410,NC_020990.1,XNR_5328,6029126,6030286,+,glycosyltransferase family 4 protein,M,Op3985
XNR_RS26415,XNR_RS26415,NC_020990.1,XNR_5329,6030381,6030917,+,membrane protein,L,Op3986
XNR_RS26420,pdxS,NC_020990.1,XNR_5330,6031046,6031960,+,pyridoxal 5'-phosphate synthase lyase subunit PdxS,H,Op3987
XNR_RS26425,pdxT,NC_020990.1,XNR_5331,6031964,6032557,+,pyridoxal 5'-phosphate synthase glutaminase subunit PdxT,H,Op3987
XNR_RS26430,XNR_RS26430,NC_020990.1,XNR_5332,6032690,6033442,+,YebC/PmpR family DNA-binding transcriptional regulator,K,Op3988
XNR_RS26435,ruvC,NC_020990.1,XNR_5333,6033654,6034226,+,crossover junction endodeoxyribonuclease RuvC,L,Op3989
XNR_RS26440,ruvA,NC_020990.1,XNR_5334,6034223,6034849,+,Holliday junction branch migration protein RuvA,L,Op3989
XNR_RS26445,ruvB,NC_020990.1,XNR_5335,6034918,6036003,+,Holliday junction branch migration DNA helicase RuvB,L,Op3989
XNR_RS26450,yajC,NC_020990.1,XNR_5336,6036166,6036621,+,preprotein translocase subunit YajC,U,Op3990
XNR_RS26455,secD,NC_020990.1,XNR_5337,6036760,6038511,+,protein translocase subunit SecD,U,Op3991
XNR_RS26460,secF,NC_020990.1,XNR_5338,6038513,6039649,+,protein translocase subunit SecF,U,Op3991
XNR_RS26465,XNR_RS26465,NC_020990.1,XNR_5339,6039646,6040185,+,adenine phosphoribosyltransferase,F,Op3991
XNR_RS26470,XNR_RS26470,NC_020990.1,XNR_5340,6040399,6042909,+,bifunctional (p)ppGpp synthetase/guanosine-3'%2C5'-bis(diphosphate) 3'-pyrophosphohydrolase,K,Op3992
XNR_RS26475,XNR_RS26475,NC_020990.1,XNR_5341,6042936,6043436,-,MarR family transcriptional regulator,K,Op3993
XNR_RS26480,XNR_RS26480,NC_020990.1,XNR_5342,6043591,6044820,-,DUF349 domain-containing protein,D,Op3994
XNR_RS26485,XNR_RS26485,NC_020990.1,XNR_5343,6044969,6045799,-,peptidylprolyl isomerase,O,Op3995
XNR_RS26490,XNR_RS26490,NC_020990.1,XNR_5344,6045964,6046683,+,MBL fold metallo-hydrolase,S,Op3996
XNR_RS26495,hisS,NC_020990.1,XNR_5345,6046699,6047961,+,histidine--tRNA ligase,J,Op3996
XNR_RS26500,XNR_RS26500,NC_020990.1,XNR_5346,6048245,6048889,+,vitamin K epoxide reductase family protein,S,Op3996
XNR_RS26505,XNR_RS26505,NC_020990.1,XNR_5347,6048957,6050321,+,replication-associated recombination protein A,L,Op3997
XNR_RS26510,rpsD,NC_020990.1,XNR_5348,6050692,6051306,+,30S ribosomal protein S4,J,Op3998
XNR_RS26515,XNR_RS26515,NC_020990.1,XNR_5349,6051554,6052006,+,DUF948 domain-containing protein,S,Op3999
XNR_RS26520,XNR_RS26520,NC_020990.1,XNR_5350,6052013,6052375,+,hypothetical protein,-,Op3999
XNR_RS26525,alaS,NC_020990.1,XNR_5351,6052375,6055047,+,alanine--tRNA ligase,J,Op3999
XNR_RS26530,ruvX,NC_020990.1,XNR_5352,6055044,6055520,+,Holliday junction resolvase RuvX,L,Op3999
XNR_RS26535,mltG,NC_020990.1,XNR_5353,6055648,6057483,+,endolytic transglycosylase MltG,S,Op4000
XNR_RS26540,XNR_RS26540,NC_020990.1,XNR_5354,6057458,6058309,+,shikimate dehydrogenase,E,Op4001
XNR_RS26545,aroC,NC_020990.1,XNR_5355,6058472,6059656,+,chorismate synthase,E,Op4001
XNR_RS26550,XNR_RS26550,NC_020990.1,XNR_5356,6059653,6060171,+,shikimate kinase,E,Op4001
XNR_RS26555,aroB,NC_020990.1,XNR_5357,6060168,6061250,+,3-dehydroquinate synthase,E,Op4001
XNR_RS26560,XNR_RS26560,NC_020990.1,XNR_5358,6061433,6062308,+,Pro-rich N-terminal domain-containing protein,S,Op4002
XNR_RS26565,XNR_RS26565,NC_020990.1,XNR_5359,6062404,6063537,+,aminopeptidase P family protein,E,Op4003
XNR_RS26570,efp,NC_020990.1,XNR_5360,6063632,6064198,+,elongation factor P,J,Op4004
XNR_RS26575,nusB,NC_020990.1,XNR_5361,6064201,6064629,+,transcription antitermination factor NusB,K,Op4004
XNR_RS26580,bldD,NC_020990.1,XNR_5362,6064782,6065282,-,transcriptional regulator BldD,K,Op4005
XNR_RS26585,pyrR,NC_020990.1,XNR_5363,6065568,6066164,+,bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR,F,Op4006
XNR_RS26590,XNR_RS26590,NC_020990.1,XNR_5364,6066268,6067266,+,aspartate carbamoyltransferase catalytic subunit,F,Op4007
XNR_RS26595,XNR_RS26595,NC_020990.1,XNR_5365,6067263,6068558,+,dihydroorotase,F,Op4007
XNR_RS26600,XNR_RS26600,NC_020990.1,XNR_5366,6068570,6069169,+,hypothetical protein,E,Op4007
XNR_RS26605,carA,NC_020990.1,XNR_5367,6069166,6070308,+,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit,F,Op4007
XNR_RS26610,carB,NC_020990.1,XNR_5368,6070301,6073606,+,carbamoyl-phosphate synthase large subunit,F,Op4007
XNR_RS26615,XNR_RS26615,NC_020990.1,XNR_5369,6073685,6074797,+,quinone-dependent dihydroorotate dehydrogenase,F,Op4007
XNR_RS26620,pyrF,NC_020990.1,XNR_5370,6074794,6075648,+,orotidine-5'-phosphate decarboxylase,F,Op4007
XNR_RS26625,XNR_RS26625,NC_020990.1,XNR_5371,6076051,6076374,+,integration host factor,J,Op4008
XNR_RS26630,gmk,NC_020990.1,XNR_5372,6076423,6077016,+,guanylate kinase,F,Op4009
XNR_RS26635,rpoZ,NC_020990.1,XNR_5373,6077155,6077427,+,DNA-directed RNA polymerase subunit omega,K,Op4010
XNR_RS26640,coaBC,NC_020990.1,XNR_5374,6077595,6078842,+,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,H,Op4011
XNR_RS26645,metK,NC_020990.1,XNR_5375,6079084,6080307,+,methionine adenosyltransferase,H,Op4012
XNR_RS26650,XNR_RS26650,NC_020990.1,XNR_5376,6080377,6081480,-,hypothetical protein,-,Op4013
XNR_RS26655,XNR_RS26655,NC_020990.1,XNR_5377,6081477,6083390,-,hypothetical protein,-,Op4013
XNR_RS26660,XNR_RS26660,NC_020990.1,XNR_5378,6083387,6084142,-,TIR domain-containing protein,H,Op4013
XNR_RS26665,XNR_RS26665,NC_020990.1,XNR_5379,6084207,6085484,-,helix-turn-helix transcriptional regulator,K,Op4014
XNR_RS26670,XNR_RS26670,NC_020990.1,XNR_5380,6085693,6087828,+,primosomal protein N',L,Op4015
XNR_RS26675,XNR_RS26675,NC_020990.1,XNR_5381,6088059,6088568,-,hypothetical protein,-,Op4016
XNR_RS26680,fmt,NC_020990.1,XNR_5382,6088941,6089885,+,methionyl-tRNA formyltransferase,J,Op4017
XNR_RS26685,XNR_RS26685,NC_020990.1,XNR_5383,6090010,6091446,+,RNA-binding Sun protein,J,Op4018
XNR_RS26690,XNR_RS26690,NC_020990.1,XNR_5384,6091603,6092448,+,alpha/beta fold hydrolase,I,Op4019
XNR_RS26695,XNR_RS26695,NC_020990.1,XNR_5385,6092507,6093061,+,DinB family protein,S,Op4020
XNR_RS26700,rpe,NC_020990.1,XNR_5386,6093130,6093816,+,ribulose-phosphate 3-epimerase,G,Op4021
XNR_RS26705,XNR_RS26705,NC_020990.1,XNR_5387,6093925,6094977,+,transcriptional regulator,K,Op4022
XNR_RS26710,XNR_RS26710,NC_020990.1,XNR_5388,6095280,6095741,-,nitroreductase family deazaflavin-dependent oxidoreductase,S,Op4023
XNR_RS26715,XNR_RS26715,NC_020990.1,XNR_5389,6095868,6096584,+,TetR/AcrR family transcriptional regulator,K,Op4024
XNR_RS26720,XNR_RS26720,NC_020990.1,XNR_5390,6096598,6097023,+,guanyl-specific ribonuclease Sa3,F,Op4024
XNR_RS26725,XNR_RS26725,NC_020990.1,XNR_5391,6097068,6097466,+,barstar family protein,K,Op4025
XNR_RS26730,XNR_RS26730,NC_020990.1,XNR_5392,6097480,6098679,-,winged helix DNA-binding domain-containing protein,S,Op4026
XNR_RS26735,XNR_RS26735,NC_020990.1,XNR_5393,6098972,6100438,+,GuaB1 family IMP dehydrogenase-related protein,F,Op4027
XNR_RS26740,XNR_RS26740,NC_020990.1,XNR_5394,6100535,6100993,+,Lrp/AsnC family transcriptional regulator,K,Op4028
XNR_RS26745,XNR_RS26745,NC_020990.1,XNR_5395,6101188,6101973,+,carbon-nitrogen hydrolase family protein,S,Op4029
XNR_RS26750,XNR_RS26750,NC_020990.1,XNR_5396,6102028,6103722,+,NAD(P)/FAD-dependent oxidoreductase,E,Op4030
XNR_RS26755,XNR_RS26755,NC_020990.1,XNR_5397,6103739,6104434,-,DUF5995 family protein,-,Op4031
XNR_RS26760,XNR_RS26760,NC_020990.1,XNR_5398,6104532,6105440,-,LysR family transcriptional regulator,K,Op4032
XNR_RS26765,XNR_RS26765,NC_020990.1,XNR_5399,6105591,6106538,+,DMT family transporter,E,Op4033
XNR_RS26770,XNR_RS26770,NC_020990.1,XNR_5400,6106599,6108011,-,NCS2 family nucleobase:cation symporter,F,Op4034
XNR_RS26775,XNR_RS26775,NC_020990.1,XNR_5401,6108376,6108846,+,thioesterase,S,Op4035
XNR_RS26780,XNR_RS26780,NC_020990.1,XNR_5402,6108812,6110038,-,MFS transporter,E,Op4036
XNR_RS26785,XNR_RS26785,NC_020990.1,XNR_5403,6110155,6111351,+,ROK family transcriptional regulator,G,Op4037
XNR_RS26790,XNR_RS26790,NC_020990.1,XNR_5404,6111579,6112316,-,SDR family oxidoreductase,G,Op4038
XNR_RS26795,ribD,NC_020990.1,XNR_5405,6112708,6113844,+,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD,H,Op4039
XNR_RS26800,XNR_RS26800,NC_020990.1,XNR_5406,6113845,6114468,+,riboflavin synthase,H,Op4039
XNR_RS26805,XNR_RS26805,NC_020990.1,XNR_5407,6114465,6115115,+,nicotinamide mononucleotide transporter family protein,H,Op4039
XNR_RS26810,XNR_RS26810,NC_020990.1,XNR_5408,6115112,6116413,+,bifunctional 3%2C4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II,H,Op4039
XNR_RS26815,ribH,NC_020990.1,XNR_5409,6116470,6116955,+,6%2C7-dimethyl-8-ribityllumazine synthase,H,Op4039
XNR_RS26820,XNR_RS26820,NC_020990.1,XNR_5410,6116990,6117262,+,phosphoribosyl-ATP diphosphatase,E,Op4039
XNR_RS26825,hisG,NC_020990.1,XNR_5411,6117334,6118191,+,ATP phosphoribosyltransferase,E,Op4039
XNR_RS26830,XNR_RS26830,NC_020990.1,XNR_5412,6118224,6118691,+,PH domain-containing protein,S,Op4039
XNR_RS26835,XNR_RS26835,NC_020990.1,XNR_5413,6118729,6120597,-,AAA family ATPase,O,Op4040
XNR_RS26840,XNR_RS26840,NC_020990.1,XNR_5414,6121048,6121671,-,hypothetical protein,F,Op4041
XNR_RS26845,XNR_RS26845,NC_020990.1,XNR_5415,6121932,6123293,+,peptidase C39 family protein,S,Op4042
XNR_RS26850,XNR_RS26850,NC_020990.1,XNR_5416,6123365,6124624,-,glycoside hydrolase family 18 protein,G,Op4043
XNR_RS26855,XNR_RS26855,NC_020990.1,XNR_5417,6124990,6126162,+,acyl-CoA dehydrogenase family protein,I,Op4044
XNR_RS26860,XNR_RS26860,NC_020990.1,XNR_5418,6126493,6126921,-,hypothetical protein,-,Op4045
XNR_RS26865,XNR_RS26865,NC_020990.1,XNR_5419,6127185,6127625,+,Lrp/AsnC family transcriptional regulator,K,Op4046
XNR_RS26870,XNR_RS26870,NC_020990.1,XNR_5420,6128020,6129672,+,amidohydrolase,E,Op4047
XNR_RS26875,XNR_RS26875,NC_020990.1,XNR_5421,6130201,6130989,+,polyprenol monophosphomannose synthase,H,Op4048
XNR_RS26880,XNR_RS26880,NC_020990.1,XNR_5422,6131053,6131625,+,FxsA family protein,S,Op4049
XNR_RS26885,XNR_RS26885,NC_020990.1,XNR_5423,6131729,6132103,-,RNA polymerase-binding protein RbpA,K,Op4050
XNR_RS26890,XNR_RS26890,NC_020990.1,XNR_5424,6132358,6133710,-,MFS transporter,S,Op4051
XNR_RS26895,XNR_RS26895,NC_020990.1,XNR_5425,6133746,6134504,-,glycerophosphodiester phosphodiesterase,C,Op4051
XNR_RS26900,XNR_RS26900,NC_020990.1,XNR_5426,6134519,6135178,-,membrane protein,S,Op4051
XNR_RS26905,XNR_RS26905,NC_020990.1,XNR_5427,6135278,6136804,+,PLP-dependent aminotransferase family protein,E,Op4052
XNR_RS26910,XNR_RS26910,NC_020990.1,XNR_5428,6136860,6138434,-,hypothetical protein,D,Op4053
XNR_RS26915,XNR_RS26915,NC_020990.1,XNR_5429,6138466,6138660,-,hypothetical protein,-,Op4053
XNR_RS26920,XNR_RS26920,NC_020990.1,XNR_5430,6138954,6139367,+,ankyrin repeat domain-containing protein,T,Op4054
XNR_RS26930,XNR_RS26930,NC_020990.1,XNR_5431,6139671,6141095,+,HEAT repeat domain-containing protein,C,Op4055
XNR_RS26935,XNR_RS26935,NC_020990.1,XNR_5432,6141267,6142802,+,hypothetical protein,-,Op4056
XNR_RS26940,XNR_RS26940,NC_020990.1,XNR_5433,6142888,6143769,+,membrane protein,-,Op4057
XNR_RS26945,XNR_RS26945,NC_020990.1,XNR_5434,6143850,6148457,+,hypothetical protein,L,Op4058
XNR_RS26950,XNR_RS26950,NC_020990.1,XNR_5435,6148454,6149029,+,MOSC domain-containing protein,S,Op4058
XNR_RS26955,XNR_RS26955,NC_020990.1,XNR_5436,6149058,6149447,-,hypothetical protein,F,Op4059
XNR_RS26960,XNR_RS26960,NC_020990.1,XNR_5437,6149549,6149926,+,VOC family protein,E,Op4060
XNR_RS31405,XNR_RS31405,NC_020990.1,XNR_5438,6149975,6150793,-,hypothetical protein,-,Op4061
XNR_RS26970,XNR_RS26970,NC_020990.1,XNR_5439,6151128,6153740,+,nitrate- and nitrite sensing domain-containing protein,T,Op4062
XNR_RS26975,XNR_RS26975,NC_020990.1,XNR_5440,6153737,6154168,+,roadblock/LC7 domain-containing protein,S,Op4062
XNR_RS26980,XNR_RS26980,NC_020990.1,XNR_5441,6154179,6154574,+,DUF742 domain-containing protein,K,Op4062
XNR_RS26985,XNR_RS26985,NC_020990.1,XNR_5442,6154631,6155236,+,ATP/GTP-binding protein,S,Op4063
XNR_RS26990,XNR_RS26990,NC_020990.1,XNR_5443,6155352,6155699,-,DUF962 domain-containing protein,S,Op4064
XNR_RS26995,XNR_RS26995,NC_020990.1,XNR_5444,6155774,6156601,-,M15 family metallopeptidase,M,Op4065
XNR_RS27000,XNR_RS27000,NC_020990.1,XNR_5445,6156771,6157328,+,NUDIX domain-containing protein,F,Op4066
XNR_RS27005,XNR_RS27005,NC_020990.1,XNR_5446,6157386,6158468,+,DUF4037 domain-containing protein,S,Op4067
XNR_RS27010,XNR_RS27010,NC_020990.1,XNR_5447,6158575,6160224,-,glycosyl hydrolase,G,Op4068
XNR_RS27015,XNR_RS27015,NC_020990.1,XNR_5448,6160451,6162433,+,acetoacetate--CoA ligase,I,Op4069
XNR_RS27020,XNR_RS27020,NC_020990.1,XNR_5449,6162507,6163394,+,hypothetical protein,-,Op4070
XNR_RS27025,ptsP,NC_020990.1,XNR_5450,6163472,6165142,-,phosphoenolpyruvate--protein phosphotransferase,G,Op4071
XNR_RS27030,XNR_RS27030,NC_020990.1,XNR_5451,6165218,6165667,-,PTS glucose transporter subunit IIA,G,Op4072
XNR_RS27050,XNR_RS27050,NC_020990.1,XNR_5455,6171584,6172192,+,CDP-alcohol phosphatidyltransferase family protein,I,Op4073
XNR_RS27055,XNR_RS27055,NC_020990.1,XNR_5456,6172307,6174802,+,mannose-1-phosphate guanyltransferase,J,Op4074
XNR_RS27060,XNR_RS27060,NC_020990.1,XNR_5457,6174891,6175790,+,DUF881 domain-containing protein,S,Op4075
XNR_RS27065,XNR_RS27065,NC_020990.1,XNR_5458,6175787,6176119,+,small basic family protein,S,Op4075
XNR_RS27070,XNR_RS27070,NC_020990.1,XNR_5459,6176125,6176991,+,DUF881 domain-containing protein,S,Op4075
XNR_RS30170,XNR_RS30170,NC_020990.1,,6177074,6177994,+,FHA domain-containing protein,T,Op4076
XNR_RS27080,XNR_RS27080,NC_020990.1,XNR_5461,6178010,6178741,+,MerR family transcriptional regulator,K,Op4076
XNR_RS27085,XNR_RS27085,NC_020990.1,XNR_5462,6178805,6179281,+,bifunctional nuclease family protein,S,Op4077
XNR_RS27090,XNR_RS27090,NC_020990.1,XNR_5463,6179445,6180080,+,MerR family transcriptional regulator,K,Op4078
XNR_RS27095,XNR_RS27095,NC_020990.1,XNR_5464,6180138,6181529,+,DNA polymerase IV,L,Op4079
XNR_RS27100,XNR_RS27100,NC_020990.1,XNR_5465,6181539,6181910,-,PRC-barrel domain-containing protein,S,Op4080
XNR_RS27105,gcvP,NC_020990.1,XNR_5466,6182302,6185187,+,aminomethyl-transferring glycine dehydrogenase,E,Op4081
XNR_RS27110,XNR_RS27110,NC_020990.1,XNR_5467,6185303,6185563,-,DUF5999 family protein,-,Op4082
XNR_RS27115,XNR_RS27115,NC_020990.1,XNR_5468,6185796,6186386,-,hypothetical protein,-,Op4083
XNR_RS27120,XNR_RS27120,NC_020990.1,XNR_5469,6186980,6188500,+,glutamate-cysteine ligase family protein,S,Op4084
XNR_RS27125,XNR_RS27125,NC_020990.1,XNR_5470,6188561,6190330,-,substrate-binding and VWA domain-containing protein,P,Op4085
XNR_RS27130,XNR_RS27130,NC_020990.1,XNR_5471,6190496,6191296,+,CPBP family intramembrane metalloprotease,S,Op4086
XNR_RS27135,XNR_RS27135,NC_020990.1,XNR_5472,6191325,6192143,-,PhzF family phenazine biosynthesis protein,J,Op4087
XNR_RS27140,XNR_RS27140,NC_020990.1,XNR_5473,6192236,6192820,-,GNAT family N-acetyltransferase,J,Op4088
XNR_RS27145,XNR_RS27145,NC_020990.1,XNR_5474,6193008,6193829,+,S1 RNA-binding domain-containing protein,J,Op4089
XNR_RS27150,XNR_RS27150,NC_020990.1,XNR_5475,6194026,6194691,+,PadR family transcriptional regulator,K,Op4090
XNR_RS27155,XNR_RS27155,NC_020990.1,XNR_5476,6194866,6195483,+,peptidase,S,Op4091
XNR_RS27160,XNR_RS27160,NC_020990.1,XNR_5477,6195583,6196590,+,EamA family transporter,E,Op4092
XNR_RS27165,XNR_RS27165,NC_020990.1,XNR_5478,6196738,6197700,+,DMT family transporter,E,Op4093
XNR_RS27170,XNR_RS27170,NC_020990.1,XNR_5479,6197745,6198425,-,pyridoxamine 5'-phosphate oxidase family protein,J,Op4094
XNR_RS27175,XNR_RS27175,NC_020990.1,XNR_5480,6198462,6199793,+,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,K,Op4095
XNR_RS27180,XNR_RS27180,NC_020990.1,XNR_5481,6199784,6200788,-,DMT family transporter,E,Op4096
XNR_RS27185,XNR_RS27185,NC_020990.1,XNR_5482,6200862,6201767,+,LysR family transcriptional regulator,K,Op4097
XNR_RS27190,XNR_RS27190,NC_020990.1,XNR_5483,6201904,6203685,+,SpoIIE family protein phosphatase,T,Op4098
XNR_RS27195,XNR_RS27195,NC_020990.1,XNR_5484,6203682,6204155,+,response regulator,T,Op4098
XNR_RS27200,XNR_RS27200,NC_020990.1,XNR_5485,6204116,6206455,-,ATP-binding protein,T,Op4099
XNR_RS27205,XNR_RS27205,NC_020990.1,XNR_5486,6206510,6207142,-,TetR/AcrR family transcriptional regulator C-terminal domain-containing protein,K,Op4100
XNR_RS27210,XNR_RS27210,NC_020990.1,XNR_5487,6207255,6208733,+,amidase family protein,J,Op4101
XNR_RS27215,XNR_RS27215,NC_020990.1,XNR_5488,6208759,6210090,-,FAD-dependent oxidoreductase,E,Op4102
XNR_RS27220,XNR_RS27220,NC_020990.1,XNR_5489,6210175,6210597,-,Rieske (2Fe-2S) protein,P,Op4103
XNR_RS27225,XNR_RS27225,NC_020990.1,XNR_5490,6210749,6211585,+,hypothetical protein,D,Op4104
XNR_RS27230,XNR_RS27230,NC_020990.1,XNR_5491,6211582,6211968,+,DUF3037 domain-containing protein,S,Op4104
XNR_RS27235,fabG,NC_020990.1,XNR_5492,6212137,6212898,+,3-oxoacyl-ACP reductase FabG,I,Op4105
XNR_RS27240,XNR_RS27240,NC_020990.1,XNR_5493,6212931,6213686,+,SDR family oxidoreductase,I,Op4105
XNR_RS27245,XNR_RS27245,NC_020990.1,XNR_5494,6213812,6215392,+,ABC transporter substrate-binding protein,E,Op4106
XNR_RS27250,ung,NC_020990.1,XNR_5495,6215509,6216198,+,uracil-DNA glycosylase,L,Op4107
XNR_RS27255,XNR_RS27255,NC_020990.1,XNR_5496,6216356,6216901,+,tetratricopeptide repeat protein,O,Op4108
XNR_RS27260,XNR_RS27260,NC_020990.1,XNR_5497,6216915,6217388,-,hypothetical protein,-,Op4109
XNR_RS27265,XNR_RS27265,NC_020990.1,XNR_5498,6217565,6218230,-,TetR/AcrR family transcriptional regulator,K,Op4110
XNR_RS27270,XNR_RS27270,NC_020990.1,XNR_5499,6218326,6219621,+,FAD-dependent monooxygenase,C,Op4111
XNR_RS27275,XNR_RS27275,NC_020990.1,XNR_5500,6219618,6220523,+,Gfo/Idh/MocA family oxidoreductase,S,Op4111
XNR_RS27280,lnt,NC_020990.1,XNR_5501,6220537,6222048,-,apolipoprotein N-acyltransferase,M,Op45
XNR_RS27285,XNR_RS27285,NC_020990.1,XNR_5502,6222121,6222576,-,nuclear transport factor 2 family protein,Q,Op4112
